target_chembl_id,target_organism,target_pref_name,molecule_chembl_id,molecule_pref_name,pchembl_value,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909151
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909152
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909153
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909154
CHEMBL3392921,Rattus norvegicus,Glycine receptor,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909155
CHEMBL231,Homo sapiens,Histamine H1 receptor,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909156
CHEMBL1941,Homo sapiens,Histamine H2 receptor,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909157
CHEMBL402,Homo sapiens,HMG-CoA reductase,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909158
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909159
CHEMBL5486,Rattus norvegicus,Insulin receptor,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909160
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909161
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909162
CHEMBL1909043,Cavia porcellus,Leukotriene C4 synthase,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909163
CHEMBL1798,Homo sapiens,Cysteinyl leukotriene receptor 1,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909164
CHEMBL4358,Oryctolagus cuniculus,Arachidonate 15-lipoxygenase,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909165
CHEMBL4644,Homo sapiens,Melanocortin receptor 3,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909166
CHEMBL259,Homo sapiens,Melanocortin receptor 4,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909167
CHEMBL4608,Homo sapiens,Melanocortin receptor 5,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909168
CHEMBL1951,Homo sapiens,Monoamine oxidase A,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909169
CHEMBL216,Homo sapiens,Muscarinic acetylcholine receptor M1,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909170
CHEMBL211,Homo sapiens,Muscarinic acetylcholine receptor M2,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909171
CHEMBL245,Homo sapiens,Muscarinic acetylcholine receptor M3,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909172
CHEMBL1821,Homo sapiens,Muscarinic acetylcholine receptor M4,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909173
CHEMBL2035,Homo sapiens,Muscarinic acetylcholine receptor M5,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909174
CHEMBL4777,Homo sapiens,Neuropeptide Y receptor type 1,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909175
CHEMBL4018,Homo sapiens,Neuropeptide Y receptor type 2,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909176
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909177
CHEMBL3048,Rattus norvegicus,"Nitric-oxide synthase, brain",CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909178
CHEMBL3464,Mus musculus,"Nitric oxide synthase, inducible",CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909179
CHEMBL236,Homo sapiens,Delta opioid receptor,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909180
CHEMBL237,Homo sapiens,Kappa opioid receptor,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909181
CHEMBL233,Homo sapiens,Mu opioid receptor,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909182
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909183
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909184
CHEMBL612545,,Unchecked,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909185
CHEMBL1827,Homo sapiens,Phosphodiesterase 5A,CHEMBL689,MANNITOL,,IC50,,,,CHEMBL1909186
CHEMBL612545,,Unchecked,CHEMBL17962,HISTIDINE,,IC50,>=,100000000.0,nM,CHEMBL3252263
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL17962,HISTIDINE,,IC50,>,10000.0,nM,CHEMBL3887280
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL17962,HISTIDINE,,IC50,>,10000.0,nM,CHEMBL3887294
CHEMBL4459,Homo sapiens,L-type amino acid transporter 1,CHEMBL17962,HISTIDINE,4.70,IC50,=,20000.0,nM,CHEMBL4234829
CHEMBL283,Homo sapiens,Matrix metalloproteinase 3,CHEMBL54976,TRYPTOPHAN,,IC50,>,500000.0,nM,CHEMBL810391
CHEMBL6114,Homo sapiens,Phospholipase A-2-activating protein,CHEMBL54976,TRYPTOPHAN,,IC50,>,5000.0,nM,CHEMBL1074487
CHEMBL5979,Homo sapiens,"Alkaline phosphatase, tissue-nonspecific isozyme",CHEMBL54976,TRYPTOPHAN,,IC50,>,5000.0,nM,CHEMBL1074488
CHEMBL5573,Homo sapiens,Intestinal alkaline phosphatase,CHEMBL54976,TRYPTOPHAN,,IC50,>,5000.0,nM,CHEMBL1074489
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL54976,TRYPTOPHAN,4.90,IC50,=,12589.25,nM,CHEMBL1267245
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL54976,TRYPTOPHAN,4.90,IC50,=,12589.25,nM,CHEMBL1267246
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL54976,TRYPTOPHAN,4.90,IC50,=,12589.25,nM,CHEMBL1267250
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL54976,TRYPTOPHAN,4.90,IC50,=,12589.25,nM,CHEMBL1267251
CHEMBL2362975,,No relevant target,CHEMBL54976,TRYPTOPHAN,,IC50,=,1151000.0,nM,CHEMBL1285726
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL54976,TRYPTOPHAN,,IC50,=,992000.0,nM,CHEMBL1285725
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL54976,TRYPTOPHAN,5.46,IC50,=,3500.0,nM,CHEMBL1285724
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL54976,TRYPTOPHAN,4.50,IC50,=,31900.0,nM,CHEMBL1285727
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL54976,TRYPTOPHAN,4.72,IC50,=,19200.0,nM,CHEMBL1285728
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL54976,TRYPTOPHAN,,IC50,>,10000.0,nM,CHEMBL3887280
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL54976,TRYPTOPHAN,,IC50,>,10000.0,nM,CHEMBL3887294
CHEMBL4685,Homo sapiens,"Indoleamine 2,3-dioxygenase",CHEMBL54976,TRYPTOPHAN,,IC50,=,498700.0,nM,CHEMBL4044537
CHEMBL1075162,Homo sapiens,Uracil nucleotide/cysteinyl leukotriene receptor,CHEMBL54976,TRYPTOPHAN,,IC50,>,30000.0,nM,CHEMBL4200088
CHEMBL4459,Homo sapiens,L-type amino acid transporter 1,CHEMBL54976,TRYPTOPHAN,,IC50,=,160000.0,nM,CHEMBL4234829
CHEMBL612545,,Unchecked,CHEMBL1485,ARGININE,,IC50,,33330.0,nM,CHEMBL3562017
CHEMBL612545,,Unchecked,CHEMBL1485,ARGININE,,IC50,,33330.0,nM,CHEMBL3562045
CHEMBL1808,Homo sapiens,Angiotensin-converting enzyme,CHEMBL1485,ARGININE,,IC50,,,,CHEMBL3583583
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL1485,ARGININE,,IC50,>,10000.0,nM,CHEMBL3887280
CHEMBL340,Homo sapiens,Cytochrome P450 3A4,CHEMBL1485,ARGININE,,IC50,>,10000.0,nM,CHEMBL3887294
CHEMBL612849,Trypanosoma brucei,Trypanosoma brucei,CHEMBL45967,METHYLENE CHLORIDE,,IC50,=,0.3,ug.mL-1,CHEMBL1062097
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL25306,LINALOOL,,IC50,=,519000.0,nM,CHEMBL900468
CHEMBL399,Homo sapiens,HeLa,CHEMBL25306,LINALOOL,,IC50,=,55.44,ug.mL-1,CHEMBL3069687
CHEMBL1899,Homo sapiens,Serotonin 3a (5-HT3a) receptor,CHEMBL25306,LINALOOL,,IC50,=,141253.75,nM,CHEMBL4219559
CHEMBL385,Homo sapiens,K562,CHEMBL108778,ISOBUTYRIC ACID,,IC50,=,4800000.0,nM,CHEMBL705727
CHEMBL399,Homo sapiens,HeLa,CHEMBL2268550,CAMPHENE,,IC50,=,38.54,ug.mL-1,CHEMBL3069687
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3562123
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3562124
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3562130
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,10000.0,nM,CHEMBL3562024
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3562027
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3561996
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3562038
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3562021
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,10000.0,nM,CHEMBL3562043
CHEMBL612545,,Unchecked,CHEMBL388558,DIETHYL PHTHALATE,,IC50,,20000.0,nM,CHEMBL3562069
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL1232797,,,IC50,=,11.06,ug.mL-1,CHEMBL1826420
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL1232797,,,IC50,=,9.61,ug.mL-1,CHEMBL1826242
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL401911,,,IC50,=,150000.0,nM,CHEMBL940777
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL30018,,,IC50,=,268000.0,nM,CHEMBL650770
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL541939,,,IC50,>,100000.0,nM,CHEMBL1055496
CHEMBL614177,Homo sapiens,MOLT-4,CHEMBL541939,,,IC50,>,100000.0,nM,CHEMBL1055501
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL29411,THYMOL,,IC50,=,494000.0,nM,CHEMBL650770
CHEMBL5011,Rattus norvegicus,Transient receptor potential cation channel subfamily M member 8,CHEMBL29411,THYMOL,,IC50,=,169100.0,nM,CHEMBL2091979
CHEMBL5011,Rattus norvegicus,Transient receptor potential cation channel subfamily M member 8,CHEMBL29411,THYMOL,,IC50,=,314600.0,nM,CHEMBL2091978
CHEMBL5160,Rattus norvegicus,Transient receptor potential cation channel subfamily A member 1,CHEMBL29411,THYMOL,,IC50,=,125400.0,nM,CHEMBL2091726
CHEMBL613712,,Radical scavenging activity,CHEMBL29411,THYMOL,,IC50,=,167.57,ug.mL-1,CHEMBL2319215
CHEMBL1940,Homo sapiens,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL29411,THYMOL,,IC50,=,158000.0,nM,CHEMBL3638073
CHEMBL1940,Homo sapiens,Voltage-gated L-type calcium channel alpha-1C subunit,CHEMBL29411,THYMOL,,IC50,=,158000.0,nM,CHEMBL3638165
CHEMBL4078,Electrophorus electricus,Acetylcholinesterase,CHEMBL29411,THYMOL,,IC50,=,458230.0,nM,CHEMBL3879334
CHEMBL5763,Equus caballus,Cholinesterase,CHEMBL29411,THYMOL,,IC50,=,226130.0,nM,CHEMBL3879335
CHEMBL613144,Haemonchus contortus,Haemonchus contortus,CHEMBL29411,THYMOL,,IC50,=,3660000.0,nM,CHEMBL4006946
CHEMBL613144,Haemonchus contortus,Haemonchus contortus,CHEMBL29411,THYMOL,,IC50,=,16570000.0,nM,CHEMBL4006947
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL29411,THYMOL,,IC50,=,5925000.0,nM,CHEMBL4259267
CHEMBL1973,Homo sapiens,Tyrosinase,CHEMBL108925,SALICYLADEHYDE,,IC50,=,3300000.0,nM,CHEMBL813550
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL108925,SALICYLADEHYDE,,IC50,=,3780000.0,nM,CHEMBL650770
CHEMBL612545,,Unchecked,CHEMBL108925,SALICYLADEHYDE,,IC50,=,4140000.0,nM,CHEMBL891104
CHEMBL612545,,Unchecked,CHEMBL108925,SALICYLADEHYDE,,IC50,=,239883291901.95,nM,CHEMBL891104
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL108925,SALICYLADEHYDE,,IC50,=,833000.0,nM,CHEMBL1259953
CHEMBL1641356,Oryctolagus cuniculus,Aldehyde oxidase,CHEMBL108925,SALICYLADEHYDE,,IC50,=,1140000.0,nM,CHEMBL3051430
CHEMBL612545,,Unchecked,CHEMBL108925,SALICYLADEHYDE,,IC50,=,340000.0,nM,CHEMBL3051429
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL108925,SALICYLADEHYDE,,IC50,=,1000000.0,nM,CHEMBL3051431
CHEMBL1163101,Homo sapiens,Serine/threonine-protein kinase/endoribonuclease IRE1,CHEMBL108925,SALICYLADEHYDE,,IC50,>,20000.0,nM,CHEMBL3265635
CHEMBL2362975,,No relevant target,CHEMBL108925,SALICYLADEHYDE,,IC50,=,96650000.0,nM,CHEMBL3388597
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL383808,,,IC50,=,110000.0,nM,CHEMBL830921
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL383808,,4.47,IC50,=,34000.0,nM,CHEMBL832816
CHEMBL4085,Mus musculus,Cytochrome P450 2A5,CHEMBL383808,,4.62,IC50,=,24000.0,nM,CHEMBL832818
CHEMBL4085,Mus musculus,Cytochrome P450 2A5,CHEMBL383808,,4.62,IC50,=,23988.33,nM,CHEMBL1023676
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL383808,,4.47,IC50,=,33962.53,nM,CHEMBL1023677
CHEMBL364,Plasmodium falciparum,Plasmodium falciparum,CHEMBL14474,QUINOLINE,,IC50,>,10000.0,nM,CHEMBL765487
CHEMBL367,Leishmania donovani,Leishmania donovani,CHEMBL14474,QUINOLINE,,IC50,>,50000.0,nM,CHEMBL2044348
CHEMBL612888,Toxoplasma gondii,Toxoplasma gondii,CHEMBL14474,QUINOLINE,5.30,IC50,=,5000.0,nM,CHEMBL4178201
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL195895,,,IC50,=,120000.0,nM,CHEMBL830921
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL195895,,5.62,IC50,=,2400.0,nM,CHEMBL832816
CHEMBL4085,Mus musculus,Cytochrome P450 2A5,CHEMBL195895,,5.16,IC50,=,7000.0,nM,CHEMBL832818
CHEMBL4085,Mus musculus,Cytochrome P450 2A5,CHEMBL195895,,5.16,IC50,=,6998.42,nM,CHEMBL1023676
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL195895,,5.62,IC50,=,2398.83,nM,CHEMBL1023677
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL14092,BIPHENYL,,IC50,=,160000.0,nM,CHEMBL830921
CHEMBL375,Mus musculus,Mus musculus,CHEMBL108861,METHYLEUGENOL,,IC50,>,100000.0,nM,CHEMBL876002
CHEMBL612545,,Unchecked,CHEMBL108861,METHYLEUGENOL,4.02,IC50,=,96100.0,nM,CHEMBL1034055
CHEMBL612545,,Unchecked,CHEMBL108861,METHYLEUGENOL,4.02,IC50,=,96100.0,nM,CHEMBL1019440
CHEMBL613348,Colletotrichum gloeosporioides,Colletotrichum gloeosporioides,CHEMBL108861,METHYLEUGENOL,,IC50,=,0.09,ug.mL-1,CHEMBL3071026
CHEMBL2366702,Alternaria humicola,Alternaria humicola,CHEMBL108861,METHYLEUGENOL,,IC50,=,0.144,ug.mL-1,CHEMBL3071025
CHEMBL613272,Rhizoctonia solani,Rhizoctonia solani,CHEMBL108861,METHYLEUGENOL,,IC50,=,0.279,ug.mL-1,CHEMBL3071027
CHEMBL613250,Phytophthora cactorum,Phytophthora cactorum,CHEMBL108861,METHYLEUGENOL,,IC50,=,0.052,ug.mL-1,CHEMBL3071028
CHEMBL613453,Meloidogyne incognita,Meloidogyne incognita,CHEMBL108861,METHYLEUGENOL,,IC50,=,500000.0,nM,CHEMBL4006940
CHEMBL367,Leishmania donovani,Leishmania donovani,CHEMBL108861,METHYLEUGENOL,,IC50,=,475450.0,nM,CHEMBL4132793
CHEMBL612557,Mus musculus,RAW264.7,CHEMBL108861,METHYLEUGENOL,,IC50,=,517420.0,nM,CHEMBL4132795
CHEMBL221,Homo sapiens,Cyclooxygenase-1,CHEMBL108299,EUGENYL ACETATE,5.52,IC50,=,3000.0,nM,CHEMBL1008496
CHEMBL612557,Mus musculus,RAW264.7,CHEMBL108299,EUGENYL ACETATE,,IC50,=,356090.0,nM,CHEMBL4132795
CHEMBL367,Leishmania donovani,Leishmania donovani,CHEMBL108299,EUGENYL ACETATE,,IC50,=,165920.0,nM,CHEMBL4132793
CHEMBL262,Homo sapiens,Glycogen synthase kinase-3 beta,CHEMBL510714,ETHYL BENZOATE,,IC50,>,100000.0,nM,CHEMBL1042446
CHEMBL612545,,Unchecked,CHEMBL573781,PIPERONYLIC ACID,,IC50,=,18.4,%,CHEMBL1038573
CHEMBL2268005,Populus kitakamiensis,Trans-cinnamate 4-monooxygenase,CHEMBL573781,PIPERONYLIC ACID,,IC50,>,100000.0,nM,CHEMBL3082038
CHEMBL4685,Homo sapiens,"Indoleamine 2,3-dioxygenase",CHEMBL510309,BENZO[D]THIAZOLE,,IC50,=,652000.0,nM,CHEMBL3097526
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL45005,O-XYLENE,5.31,IC50,=,4900.0,nM,CHEMBL643382
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL45005,O-XYLENE,8.00,IC50,=,10.0,nM,CHEMBL648291
CHEMBL2331,Bos taurus,Phenylethanolamine N-methyltransferase,CHEMBL273782,,,IC50,=,545000.0,nM,CHEMBL763763
CHEMBL612558,,ADMET,CHEMBL308187,FURFURYL ALCOHOL,,IC50,>,100000.0,nM,CHEMBL757722
CHEMBL382,Homo sapiens,CCRF-CEM,CHEMBL308187,FURFURYL ALCOHOL,,IC50,>,100000.0,nM,CHEMBL656431
CHEMBL391,Chlorocebus aethiops,Vero,CHEMBL308187,FURFURYL ALCOHOL,,IC50,>,100000.0,nM,CHEMBL818228
CHEMBL1641356,Oryctolagus cuniculus,Aldehyde oxidase,CHEMBL189362,FURFURAL,,IC50,=,700000.0,nM,CHEMBL3051430
CHEMBL612545,,Unchecked,CHEMBL189362,FURFURAL,,IC50,>,1000000.0,nM,CHEMBL3051429
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL189362,FURFURAL,4.37,IC50,=,43000.0,nM,CHEMBL3051431
CHEMBL2362975,,No relevant target,CHEMBL189362,FURFURAL,,IC50,=,214777000.0,nM,CHEMBL3388597
CHEMBL612545,,Unchecked,CHEMBL328441,2-THIOPHENENECARBOXALDEHYDE,,IC50,>,4000000.0,nM,CHEMBL769352
CHEMBL262,Homo sapiens,Glycogen synthase kinase-3 beta,CHEMBL328441,2-THIOPHENENECARBOXALDEHYDE,,IC50,>,100000.0,nM,CHEMBL1042446
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL16217,,,IC50,=,302000.0,nM,CHEMBL650770
CHEMBL3072,Rattus norvegicus,Androgen Receptor,CHEMBL16217,,,IC50,=,144543.98,nM,CHEMBL872182
CHEMBL3318,Agaricus bisporus,Tyrosinase,CHEMBL274467,ACETOPHENONE,,IC50,=,850000.0,nM,CHEMBL940777
CHEMBL262,Homo sapiens,Glycogen synthase kinase-3 beta,CHEMBL274467,ACETOPHENONE,,IC50,>,100000.0,nM,CHEMBL1042446
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL274467,ACETOPHENONE,,IC50,=,133500.0,nM,CHEMBL3082977
CHEMBL2366744,Trifolium pratense,Trifolium pratense,CHEMBL274467,ACETOPHENONE,,IC50,=,137000.0,nM,CHEMBL3082978
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL274467,ACETOPHENONE,4.34,IC50,=,45700.0,nM,CHEMBL3082981
CHEMBL613874,Lactuca sativa,Lactuca sativa,CHEMBL274467,ACETOPHENONE,4.30,IC50,=,49500.0,nM,CHEMBL3082982
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL274467,ACETOPHENONE,,IC50,=,127900.0,nM,CHEMBL3082983
CHEMBL2367274,Lolium multiflorum,Lolium multiflorum,CHEMBL274467,ACETOPHENONE,,IC50,=,125900.0,nM,CHEMBL3082984
CHEMBL359,Bacillus subtilis,Bacillus subtilis,CHEMBL325372,METHYLPARABEN,,IC50,=,2010000.0,nM,CHEMBL650770
CHEMBL3072,Rattus norvegicus,Androgen Receptor,CHEMBL325372,METHYLPARABEN,,IC50,>,426579.52,nM,CHEMBL872182
CHEMBL398,Homo sapiens,KB,CHEMBL325372,METHYLPARABEN,,IC50,>,200000.0,nM,CHEMBL887672
CHEMBL3879801,,NON-PROTEIN TARGET,CHEMBL325372,METHYLPARABEN,,IC50,>,200000.0,nM,CHEMBL887673
CHEMBL613799,Amaranthus hypochondriacus,Amaranthus hypochondriacus,CHEMBL325372,METHYLPARABEN,4.64,IC50,=,23000.0,nM,CHEMBL974201
CHEMBL612343,Echinochloa crus-galli,Echinochloa crus-galli,CHEMBL325372,METHYLPARABEN,,IC50,=,630000.0,nM,CHEMBL974202
CHEMBL1929,Homo sapiens,Xanthine dehydrogenase,CHEMBL325372,METHYLPARABEN,,IC50,>,50000.0,nM,CHEMBL1014040
CHEMBL220,Homo sapiens,Acetylcholinesterase,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909212
CHEMBL226,Homo sapiens,Adenosine A1 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909213
CHEMBL251,Homo sapiens,Adenosine A2a receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909214
CHEMBL256,Homo sapiens,Adenosine A3 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909215
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909084
CHEMBL319,Rattus norvegicus,Alpha-1a adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909085
CHEMBL315,Rattus norvegicus,Alpha-1b adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909086
CHEMBL223,Homo sapiens,Alpha-1d adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909087
CHEMBL1867,Homo sapiens,Alpha-2a adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909088
CHEMBL1942,Homo sapiens,Alpha-2b adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909089
CHEMBL1916,Homo sapiens,Alpha-2c adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909090
CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909091
CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909092
CHEMBL246,Homo sapiens,Beta-3 adrenergic receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909093
CHEMBL222,Homo sapiens,Norepinephrine transporter,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909094
CHEMBL2622,Rattus norvegicus,Aldose reductase,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909095
CHEMBL4607,Homo sapiens,Angiotensin II type 2 (AT-2) receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909096
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909097
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909098
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909099
CHEMBL3157,Homo sapiens,Bradykinin B2 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909100
CHEMBL1832,Homo sapiens,Calcitonin receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909101
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909102
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909103
CHEMBL612545,,Unchecked,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909121
CHEMBL218,Homo sapiens,Cannabinoid CB1 receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909122
CHEMBL205,Homo sapiens,Carbonic anhydrase II,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909123
CHEMBL4015,Homo sapiens,C-C chemokine receptor type 2,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909124
CHEMBL2414,Homo sapiens,C-C chemokine receptor type 4,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909125
CHEMBL274,Homo sapiens,C-C chemokine receptor type 5,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909126
CHEMBL4029,Homo sapiens,Interleukin-8 receptor A,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909127
CHEMBL2434,Homo sapiens,Interleukin-8 receptor B,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909128
CHEMBL1901,Homo sapiens,Cholecystokinin A receptor,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909129
CHEMBL221,Homo sapiens,Cyclooxygenase-1,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909130
CHEMBL230,Homo sapiens,Cyclooxygenase-2,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909131
CHEMBL3356,Homo sapiens,Cytochrome P450 1A2,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909132
CHEMBL5282,Homo sapiens,Cytochrome P450 2A6,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909133
CHEMBL3622,Homo sapiens,Cytochrome P450 2C19,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909134
CHEMBL3397,Homo sapiens,Cytochrome P450 2C9,CHEMBL325372,METHYLPARABEN,,IC50,,,,CHEMBL1909135
